away_goals,year,home_behinds,home_goals,away_behinds,away_team,home_team,venue,home_score,away_score,roundname,winner
20,2017,5,14,12,Richmond,Carlton,M.C.G.,89,132,Round 1,Richmond
15,2017,14,12,10,Western Bulldogs,Collingwood,M.C.G.,86,100,Round 1,Western Bulldogs
17,2017,10,12,8,Port Adelaide,Sydney,S.C.G.,82,110,Round 1,Port Adelaide
18,2017,12,13,12,Melbourne,St Kilda,Docklands,90,120,Round 1,Melbourne
15,2017,12,14,8,Brisbane Lions,Gold Coast,Carrara,96,98,Round 1,Brisbane Lions
12,2017,14,17,19,Hawthorn,Essendon,M.C.G.,116,91,Round 1,Essendon
21,2017,15,13,10,West Coast,North Melbourne,Docklands,93,136,Round 1,West Coast
14,2017,15,22,7,Greater Western Sydney,Adelaide,Adelaide Oval,147,91,Round 1,Adelaide
18,2017,13,10,7,Geelong,Fremantle,Subiaco,73,115,Round 1,Geelong
11,2017,15,14,14,Collingwood,Richmond,M.C.G.,99,80,Round 2,Richmond
13,2017,14,16,9,Sydney,Western Bulldogs,Docklands,110,87,Round 2,Western Bulldogs
16,2017,11,13,17,Adelaide,Hawthorn,M.C.G.,89,113,Round 2,Adelaide
8,2017,16,24,10,Gold Coast,Greater Western Sydney,Sydney Showground,160,58,Round 2,Greater Western Sydney
17,2017,12,12,9,Essendon,Brisbane Lions,Gabba,84,111,Round 2,Essendon
13,2017,8,18,19,St Kilda,West Coast,Subiaco,116,97,Round 2,West Coast
17,2017,10,17,9,North Melbourne,Geelong,Docklands,112,111,Round 2,Geelong
9,2017,8,13,10,Carlton,Melbourne,M.C.G.,86,64,Round 2,Melbourne
8,2017,13,22,8,Fremantle,Port Adelaide,Adelaide Oval,145,56,Round 2,Port Adelaide
11,2017,13,11,14,Collingwood,Sydney,S.C.G.,79,80,Round 3,Collingwood
15,2017,7,10,19,Greater Western Sydney,North Melbourne,Bellerive Oval,67,109,Round 3,Greater Western Sydney
8,2017,10,11,17,West Coast,Richmond,M.C.G.,76,65,Round 3,Richmond
13,2017,6,20,19,Melbourne,Geelong,Docklands,126,97,Round 3,Geelong
15,2017,11,12,10,Adelaide,Port Adelaide,Adelaide Oval,83,100,Round 3,Adelaide
10,2017,11,13,13,Western Bulldogs,Fremantle,Subiaco,89,73,Round 3,Fremantle
11,2017,23,14,10,Brisbane Lions,St Kilda,Docklands,107,76,Round 3,St Kilda
6,2017,15,7,6,Essendon,Carlton,M.C.G.,57,42,Round 3,Carlton
7,2017,13,21,11,Hawthorn,Gold Coast,Carrara,139,53,Round 3,Gold Coast
10,2017,13,13,5,Sydney,West Coast,Subiaco,91,65,Round 4,West Coast
12,2017,14,12,17,Western Bulldogs,North Melbourne,Docklands,86,89,Round 4,Western Bulldogs
16,2017,14,15,10,Fremantle,Melbourne,M.C.G.,104,106,Round 4,Fremantle
11,2017,16,16,15,Port Adelaide,Greater Western Sydney,UNSW Canberra Oval,112,81,Round 4,Greater Western Sydney
17,2017,10,12,6,Gold Coast,Carlton,Docklands,82,108,Round 4,Gold Coast
13,2017,9,24,10,Essendon,Adelaide,Adelaide Oval,153,88,Round 4,Adelaide
9,2017,13,7,15,St Kilda,Collingwood,Docklands,55,69,Round 4,St Kilda
17,2017,7,10,17,Richmond,Brisbane Lions,Gabba,67,119,Round 4,Richmond
20,2017,12,6,14,Geelong,Hawthorn,M.C.G.,48,134,Round 4,Geelong
6,2017,17,20,11,Carlton,Port Adelaide,Adelaide Oval,137,47,Round 5,Port Adelaide
14,2017,20,17,6,Brisbane Lions,Western Bulldogs,Docklands,122,90,Round 5,Western Bulldogs
23,2017,8,13,15,Adelaide,Gold Coast,Carrara,86,153,Round 5,Adelaide
15,2017,9,9,15,Greater Western Sydney,Sydney,S.C.G.,63,105,Round 5,Greater Western Sydney
9,2017,13,9,8,North Melbourne,Fremantle,Subiaco,67,62,Round 5,Fremantle
19,2017,10,13,12,Geelong,St Kilda,Docklands,88,126,Round 5,Geelong
11,2017,11,19,9,West Coast,Hawthorn,M.C.G.,125,75,Round 5,Hawthorn
11,2017,16,12,9,Melbourne,Richmond,M.C.G.,88,75,Round 5,Richmond
11,2017,10,15,16,Collingwood,Essendon,M.C.G.,100,82,Round 5,Essendon
9,2017,9,11,19,Western Bulldogs,Greater Western Sydney,UNSW Canberra Oval,75,73,Round 6,Greater Western Sydney
19,2017,7,8,16,St Kilda,Hawthorn,University of Tasmania Stadium,55,130,Round 6,St Kilda
11,2017,7,15,12,Sydney,Carlton,M.C.G.,97,78,Round 6,Carlton
22,2017,7,10,18,Port Adelaide,Brisbane Lions,Gabba,67,150,Round 6,Port Adelaide
14,2017,11,16,10,Gold Coast,North Melbourne,Docklands,107,94,Round 6,North Melbourne
9,2017,7,16,8,Fremantle,West Coast,Subiaco,103,62,Round 6,West Coast
17,2017,14,10,10,Melbourne,Essendon,Docklands,74,112,Round 6,Melbourne
15,2017,12,11,17,Collingwood,Geelong,M.C.G.,78,107,Round 6,Collingwood
10,2017,14,21,4,Richmond,Adelaide,Adelaide Oval,140,64,Round 6,Adelaide
12,2017,12,16,13,Greater Western Sydney,St Kilda,Docklands,108,85,Round 7,St Kilda
13,2017,13,22,8,Adelaide,North Melbourne,Bellerive Oval,145,86,Round 7,North Melbourne
12,2017,8,8,7,Carlton,Collingwood,M.C.G.,56,79,Round 7,Carlton
15,2017,15,12,7,West Coast,Port Adelaide,Adelaide Oval,87,97,Round 7,West Coast
15,2017,16,18,9,Geelong,Gold Coast,Carrara,124,99,Round 7,Gold Coast
11,2017,14,11,9,Richmond,Western Bulldogs,Docklands,80,75,Round 7,Western Bulldogs
12,2017,15,20,9,Brisbane Lions,Sydney,S.C.G.,135,81,Round 7,Sydney
14,2017,7,14,10,Hawthorn,Melbourne,M.C.G.,91,94,Round 7,Hawthorn
11,2017,14,17,13,Essendon,Fremantle,Subiaco,116,79,Round 7,Fremantle
8,2017,15,9,13,Western Bulldogs,West Coast,Subiaco,69,61,Round 8,West Coast
11,2017,11,17,9,Brisbane Lions,Hawthorn,University of Tasmania Stadium,113,75,Round 8,Hawthorn
10,2017,13,12,6,Carlton,St Kilda,Docklands,85,66,Round 8,St Kilda
15,2017,12,15,9,Collingwood,Greater Western Sydney,Sydney Showground,102,99,Round 8,Greater Western Sydney
13,2017,8,17,15,Geelong,Essendon,M.C.G.,110,93,Round 8,Essendon
17,2017,12,9,5,Melbourne,Adelaide,Adelaide Oval,66,107,Round 8,Melbourne
10,2017,10,10,12,Fremantle,Richmond,M.C.G.,70,72,Round 8,Fremantle
16,2017,14,4,14,Port Adelaide,Gold Coast,Adelaide Arena at Jiangwan Stadium,38,110,Round 8,Port Adelaide
18,2017,12,11,12,Sydney,North Melbourne,Docklands,78,120,Round 8,Sydney
12,2017,8,16,9,Western Bulldogs,Geelong,GMHBA Stadium,104,81,Round 9,Geelong
18,2017,8,10,10,Sydney,St Kilda,Docklands,68,118,Round 9,Sydney
10,2017,12,11,15,Richmond,Greater Western Sydney,Sydney Showground,78,75,Round 9,Greater Western Sydney
21,2017,18,7,14,Adelaide,Brisbane Lions,Gabba,60,140,Round 9,Adelaide
11,2017,12,13,6,Hawthorn,Collingwood,M.C.G.,90,72,Round 9,Collingwood
8,2017,11,19,16,West Coast,Essendon,Docklands,125,64,Round 9,Essendon
15,2017,12,13,14,North Melbourne,Melbourne,M.C.G.,90,104,Round 9,North Melbourne
7,2017,8,13,9,Carlton,Fremantle,Subiaco,86,51,Round 9,Fremantle
11,2017,15,11,13,Port Adelaide,Geelong,GMHBA Stadium,81,79,Round 10,Geelong
12,2017,9,11,9,Hawthorn,Sydney,S.C.G.,75,81,Round 10,Hawthorn
7,2017,12,13,8,St Kilda,Western Bulldogs,Docklands,90,50,Round 10,Western Bulldogs
13,2017,14,18,9,Gold Coast,Melbourne,Traeger Park,122,87,Round 10,Melbourne
10,2017,15,11,6,Essendon,Richmond,M.C.G.,81,66,Round 10,Richmond
6,2017,23,20,7,Fremantle,Adelaide,Adelaide Oval,143,43,Round 10,Adelaide
13,2017,21,18,6,Brisbane Lions,Collingwood,M.C.G.,129,84,Round 10,Collingwood
17,2017,6,15,11,North Melbourne,Carlton,Docklands,96,113,Round 10,North Melbourne
14,2017,6,14,14,Greater Western Sydney,West Coast,Subiaco,90,98,Round 10,Greater Western Sydney
7,2017,20,13,5,Hawthorn,Port Adelaide,Adelaide Oval,98,47,Round 11,Port Adelaide
10,2017,18,13,14,Adelaide,Geelong,GMHBA Stadium,96,74,Round 11,Geelong
11,2017,14,11,11,West Coast,Gold Coast,Carrara,80,77,Round 11,Gold Coast
15,2017,9,18,11,Essendon,Greater Western Sydney,Sydney Showground,117,101,Round 11,Greater Western Sydney
14,2017,12,9,17,Richmond,North Melbourne,Docklands,66,101,Round 11,Richmond
15,2017,13,12,15,Collingwood,Fremantle,Subiaco,85,105,Round 11,Collingwood
6,2017,16,12,6,Western Bulldogs,Sydney,S.C.G.,88,42,Round 12,Sydney
7,2017,15,16,12,St Kilda,Adelaide,Adelaide Oval,111,54,Round 12,Adelaide
13,2017,7,12,17,Gold Coast,Hawthorn,M.C.G.,79,95,Round 12,Gold Coast
9,2017,13,18,10,Fremantle,Brisbane Lions,Gabba,121,64,Round 12,Brisbane Lions
8,2017,17,19,13,Port Adelaide,Essendon,Docklands,131,61,Round 12,Essendon
9,2017,11,10,16,Greater Western Sydney,Carlton,Docklands,71,70,Round 12,Carlton
15,2017,14,15,10,Collingwood,Melbourne,M.C.G.,104,100,Round 12,Melbourne
10,2017,17,11,10,Geelong,West Coast,Subiaco,83,70,Round 13,West Coast
12,2017,12,10,17,St Kilda,North Melbourne,Docklands,72,89,Round 13,St Kilda
12,2017,11,10,8,Sydney,Richmond,M.C.G.,71,80,Round 13,Sydney
12,2017,13,18,9,Brisbane Lions,Port Adelaide,Adelaide Oval,121,81,Round 13,Port Adelaide
12,2017,7,11,11,Carlton,Gold Coast,Carrara,73,83,Round 13,Carlton
17,2017,8,8,11,Melbourne,Western Bulldogs,Docklands,56,113,Round 13,Melbourne
14,2017,10,12,12,Hawthorn,Adelaide,Adelaide Oval,82,96,Round 14,Hawthorn
12,2017,20,11,13,Essendon,Sydney,S.C.G.,86,85,Round 14,Sydney
13,2017,8,9,15,Port Adelaide,Collingwood,M.C.G.,62,93,Round 14,Port Adelaide
22,2017,14,12,14,Greater Western Sydney,Brisbane Lions,Gabba,86,146,Round 14,Greater Western Sydney
16,2017,17,15,10,North Melbourne,Western Bulldogs,Docklands,107,106,Round 14,Western Bulldogs
15,2017,12,14,9,Melbourne,West Coast,Subiaco,96,99,Round 14,Melbourne
11,2017,14,10,6,Fremantle,Geelong,GMHBA Stadium,74,72,Round 14,Geelong
8,2017,18,11,10,Carlton,Richmond,M.C.G.,84,58,Round 14,Richmond
10,2017,19,14,12,Gold Coast,St Kilda,Docklands,103,72,Round 14,St Kilda
11,2017,8,7,19,Sydney,Melbourne,M.C.G.,50,85,Round 15,Sydney
12,2017,14,11,15,West Coast,Western Bulldogs,Docklands,80,87,Round 15,West Coast
13,2017,5,12,11,Adelaide,Carlton,M.C.G.,77,89,Round 15,Adelaide
14,2017,10,18,15,North Melbourne,Gold Coast,Carrara,118,99,Round 15,Gold Coast
10,2017,8,10,8,Geelong,Greater Western Sydney,Sydney Showground,68,68,Round 15,
11,2017,15,8,10,Richmond,Port Adelaide,Adelaide Oval,63,76,Round 15,Richmond
13,2017,16,11,12,Brisbane Lions,Essendon,Docklands,82,90,Round 15,Brisbane Lions
14,2017,10,18,10,Collingwood,Hawthorn,M.C.G.,118,94,Round 15,Hawthorn
12,2017,8,12,17,St Kilda,Fremantle,Subiaco,80,89,Round 15,St Kilda
5,2017,8,16,15,Western Bulldogs,Adelaide,Adelaide Oval,104,45,Round 16,Adelaide
15,2017,13,14,7,Greater Western Sydney,Hawthorn,University of Tasmania Stadium,97,97,Round 16,
18,2017,8,12,9,Essendon,Collingwood,M.C.G.,80,117,Round 16,Essendon
7,2017,16,17,9,Gold Coast,Sydney,S.C.G.,118,51,Round 16,Sydney
25,2017,12,11,13,Geelong,Brisbane Lions,Gabba,78,163,Round 16,Geelong
10,2017,12,21,11,Richmond,St Kilda,Docklands,138,71,Round 16,St Kilda
13,2017,10,12,8,Fremantle,North Melbourne,Docklands,82,86,Round 16,Fremantle
14,2017,10,12,6,Melbourne,Carlton,M.C.G.,82,90,Round 16,Melbourne
18,2017,10,13,12,Port Adelaide,West Coast,Subiaco,88,120,Round 16,Port Adelaide
17,2017,15,7,16,Essendon,St Kilda,Docklands,57,118,Round 17,Essendon
12,2017,10,13,13,Hawthorn,Geelong,M.C.G.,88,85,Round 17,Geelong
8,2017,13,19,9,North Melbourne,Port Adelaide,Adelaide Oval,127,57,Round 17,Port Adelaide
15,2017,10,13,13,Collingwood,Gold Coast,Carrara,88,103,Round 17,Collingwood
14,2017,11,12,12,Sydney,Greater Western Sydney,Sydney Showground,83,96,Round 17,Sydney
17,2017,10,10,14,Adelaide,Melbourne,Marrara Oval,70,116,Round 17,Adelaide
12,2017,16,16,9,Brisbane Lions,Richmond,Docklands,112,81,Round 17,Richmond
12,2017,8,9,10,Western Bulldogs,Carlton,M.C.G.,62,82,Round 17,Western Bulldogs
11,2017,14,5,8,West Coast,Fremantle,Subiaco,44,74,Round 17,West Coast
10,2017,13,13,10,Geelong,Adelaide,Adelaide Oval,91,70,Round 18,Adelaide
16,2017,12,20,9,North Melbourne,Essendon,Docklands,132,105,Round 18,Essendon
9,2017,10,13,11,Port Adelaide,Melbourne,M.C.G.,88,65,Round 18,Melbourne
8,2017,14,16,8,Gold Coast,Western Bulldogs,Cazaly's Stadium,110,56,Round 18,Western Bulldogs
9,2017,17,14,5,St Kilda,Sydney,S.C.G.,101,59,Round 18,Sydney
15,2017,6,7,10,Hawthorn,Fremantle,Subiaco,48,100,Round 18,Hawthorn
6,2017,10,9,9,Greater Western Sydney,Richmond,M.C.G.,64,45,Round 18,Richmond
13,2017,15,13,7,West Coast,Collingwood,Docklands,93,85,Round 18,Collingwood
11,2017,10,17,16,Carlton,Brisbane Lions,Gabba,112,82,Round 18,Brisbane Lions
9,2017,12,10,12,Sydney,Hawthorn,M.C.G.,72,66,Round 19,Hawthorn
10,2017,10,11,12,Melbourne,North Melbourne,Bellerive Oval,76,72,Round 19,North Melbourne
13,2017,20,13,8,Fremantle,Greater Western Sydney,Sydney Showground,98,86,Round 19,Greater Western Sydney
8,2017,9,9,13,St Kilda,Port Adelaide,Adelaide Oval,63,61,Round 19,Port Adelaide
14,2017,5,10,14,Richmond,Gold Coast,Carrara,65,98,Round 19,Richmond
18,2017,10,8,15,Geelong,Carlton,Docklands,58,123,Round 19,Geelong
13,2017,13,19,19,Essendon,Western Bulldogs,Docklands,127,97,Round 19,Western Bulldogs
16,2017,13,15,7,Adelaide,Collingwood,M.C.G.,103,103,Round 19,
6,2017,11,17,9,Brisbane Lions,West Coast,Subiaco,113,45,Round 19,West Coast
16,2017,13,8,11,Sydney,Geelong,GMHBA Stadium,61,107,Round 20,Sydney
10,2017,13,14,2,Melbourne,Greater Western Sydney,UNSW Canberra Oval,97,62,Round 20,Greater Western Sydney
11,2017,18,11,10,Carlton,Essendon,M.C.G.,84,76,Round 20,Essendon
14,2017,11,13,19,Western Bulldogs,Brisbane Lions,Gabba,89,103,Round 20,Western Bulldogs
16,2017,15,7,15,Collingwood,North Melbourne,Docklands,57,111,Round 20,Collingwood
10,2017,18,12,7,Gold Coast,Fremantle,Subiaco,90,67,Round 20,Fremantle
14,2017,13,15,11,West Coast,St Kilda,Docklands,103,95,Round 20,St Kilda
9,2017,15,13,10,Hawthorn,Richmond,M.C.G.,93,64,Round 20,Richmond
7,2017,22,18,4,Port Adelaide,Adelaide,Adelaide Oval,130,46,Round 20,Adelaide
16,2017,15,7,9,Greater Western Sydney,Western Bulldogs,Docklands,57,105,Round 21,Greater Western Sydney
5,2017,11,22,9,Fremantle,Sydney,S.C.G.,143,39,Round 21,Sydney
9,2017,14,11,12,Richmond,Geelong,GMHBA Stadium,80,66,Round 21,Geelong
12,2017,10,22,12,Gold Coast,Brisbane Lions,Gabba,142,84,Round 21,Brisbane Lions
18,2017,8,12,15,Adelaide,Essendon,Docklands,80,123,Round 21,Adelaide
12,2017,10,15,11,Carlton,West Coast,Subiaco,100,83,Round 21,West Coast
10,2017,12,14,12,St Kilda,Melbourne,M.C.G.,96,72,Round 21,Melbourne
14,2017,8,18,5,North Melbourne,Hawthorn,University of Tasmania Stadium,116,89,Round 21,Hawthorn
10,2017,14,14,11,Collingwood,Port Adelaide,Adelaide Oval,98,71,Round 21,Port Adelaide
13,2017,14,11,5,Sydney,Adelaide,Adelaide Oval,80,83,Round 22,Sydney
14,2017,13,11,12,Port Adelaide,Western Bulldogs,Mars Stadium,79,96,Round 22,Port Adelaide
10,2017,5,9,10,Geelong,Collingwood,M.C.G.,59,70,Round 22,Geelong
9,2017,9,12,6,West Coast,Greater Western Sydney,Sydney Showground,81,60,Round 22,Greater Western Sydney
12,2017,3,9,18,Essendon,Gold Coast,Carrara,57,90,Round 22,Essendon
10,2017,5,12,10,Hawthorn,Carlton,Docklands,77,70,Round 22,Carlton
14,2017,8,16,7,Brisbane Lions,Melbourne,M.C.G.,104,91,Round 22,Melbourne
12,2017,19,18,6,North Melbourne,St Kilda,Docklands,127,78,Round 22,St Kilda
25,2017,9,7,5,Richmond,Fremantle,Subiaco,51,155,Round 22,Richmond
10,2017,10,15,11,Adelaide,West Coast,Subiaco,100,71,Round 23,West Coast
8,2017,12,21,9,Carlton,Sydney,S.C.G.,138,57,Round 23,Sydney
19,2017,13,11,16,North Melbourne,Brisbane Lions,Gabba,79,130,Round 23,North Melbourne
3,2017,15,20,2,Gold Coast,Port Adelaide,Adelaide Oval,135,20,Round 23,Port Adelaide
12,2017,15,14,11,Melbourne,Collingwood,M.C.G.,99,83,Round 23,Collingwood
13,2017,9,15,12,Western Bulldogs,Hawthorn,Docklands,99,90,Round 23,Hawthorn
8,2017,13,15,11,Greater Western Sydney,Geelong,GMHBA Stadium,103,59,Round 23,Geelong
12,2017,8,19,9,St Kilda,Richmond,M.C.G.,122,81,Round 23,Richmond
14,2017,11,16,8,Fremantle,Essendon,Docklands,107,92,Round 23,Essendon
6,2017,12,12,12,Greater Western Sydney,Adelaide,Adelaide Oval,84,48,Qualifying Final,Adelaide
13,2017,10,5,13,Richmond,Geelong,M.C.G.,40,91,Qualifying Final,Richmond
8,2017,7,19,8,Essendon,Sydney,S.C.G.,121,56,Elimination Final,Sydney
12,2017,16,10,6,West Coast,Port Adelaide,Adelaide Oval,76,78,Elimination Final,West Coast
5,2017,8,15,9,Sydney,Geelong,M.C.G.,98,39,Semi-Final,Geelong
9,2017,11,19,4,West Coast,Greater Western Sydney,Sydney Showground,125,58,Semi-Final,Greater Western Sydney
10,2017,10,21,15,Geelong,Adelaide,Adelaide Oval,136,75,Preliminary Final,Adelaide
9,2017,13,15,13,Greater Western Sydney,Richmond,M.C.G.,103,67,Preliminary Final,Richmond
16,2017,12,8,12,Richmond,Adelaide,M.C.G.,60,108,Grand Final,Richmond
15,2018,19,17,5,Carlton,Richmond,M.C.G.,121,95,Round 1,Richmond
12,2018,15,14,15,Adelaide,Essendon,Docklands,99,87,Round 1,Essendon
12,2018,11,16,10,Brisbane Lions,St Kilda,Docklands,107,82,Round 1,St Kilda
9,2018,14,16,6,Fremantle,Port Adelaide,Adelaide Oval,110,60,Round 1,Port Adelaide
5,2018,13,7,9,North Melbourne,Gold Coast,Cazaly's Stadium,55,39,Round 1,Gold Coast
9,2018,11,15,13,Collingwood,Hawthorn,M.C.G.,101,67,Round 1,Hawthorn
7,2018,13,20,9,Western Bulldogs,Greater Western Sydney,UNSW Canberra Oval,133,51,Round 1,Greater Western Sydney
14,2018,16,13,13,Geelong,Melbourne,M.C.G.,94,97,Round 1,Geelong
18,2018,8,13,7,Sydney,West Coast,Optus Stadium,86,115,Round 1,Sydney
12,2018,10,18,10,Richmond,Adelaide,Adelaide Oval,118,82,Round 2,Adelaide
5,2018,17,13,13,St Kilda,North Melbourne,Docklands,95,43,Round 2,North Melbourne
15,2018,13,9,11,Gold Coast,Carlton,Docklands,67,101,Round 2,Gold Coast
15,2018,7,12,5,Greater Western Sydney,Collingwood,M.C.G.,79,95,Round 2,Greater Western Sydney
14,2018,14,10,16,Melbourne,Brisbane Lions,Gabba,74,100,Round 2,Melbourne
14,2018,10,16,6,Essendon,Fremantle,Optus Stadium,106,90,Round 2,Fremantle
18,2018,16,9,13,West Coast,Western Bulldogs,Docklands,70,121,Round 2,West Coast
14,2018,11,10,10,Port Adelaide,Sydney,S.C.G.,71,94,Round 2,Port Adelaide
17,2018,9,18,16,Hawthorn,Geelong,M.C.G.,117,118,Round 2,Hawthorn
16,2018,10,11,4,Collingwood,Carlton,M.C.G.,76,100,Round 3,Collingwood
14,2018,13,14,8,Brisbane Lions,Port Adelaide,Adelaide Oval,97,92,Round 3,Port Adelaide
13,2018,15,18,8,North Melbourne,Melbourne,M.C.G.,123,86,Round 3,Melbourne
13,2018,8,10,18,Fremantle,Gold Coast,Optus Stadium,68,96,Round 3,Fremantle
12,2018,7,16,15,Greater Western Sydney,Sydney,S.C.G.,103,87,Round 3,Sydney
15,2018,13,7,14,Adelaide,St Kilda,Docklands,55,104,Round 3,Adelaide
13,2018,12,15,11,Hawthorn,Richmond,M.C.G.,102,89,Round 3,Richmond
12,2018,20,14,11,Essendon,Western Bulldogs,Docklands,104,83,Round 3,Western Bulldogs
11,2018,11,14,14,Geelong,West Coast,Optus Stadium,95,80,Round 3,West Coast
16,2018,4,9,10,Collingwood,Adelaide,Adelaide Oval,58,106,Round 4,Collingwood
7,2018,16,11,9,Fremantle,Greater Western Sydney,UNSW Canberra Oval,82,51,Round 4,Greater Western Sydney
2,2018,14,16,5,Brisbane Lions,Richmond,M.C.G.,110,17,Round 4,Richmond
13,2018,13,11,8,Sydney,Western Bulldogs,Docklands,79,86,Round 4,Sydney
4,2018,8,18,6,Carlton,North Melbourne,Bellerive Oval,116,30,Round 4,North Melbourne
9,2018,13,21,5,Gold Coast,West Coast,Optus Stadium,139,59,Round 4,West Coast
12,2018,10,16,12,Port Adelaide,Essendon,Docklands,106,84,Round 4,Essendon
6,2018,7,18,12,Melbourne,Hawthorn,M.C.G.,115,48,Round 4,Hawthorn
7,2018,13,15,14,St Kilda,Geelong,GMHBA Stadium,103,56,Round 4,Geelong
12,2018,15,10,13,Adelaide,Sydney,S.C.G.,75,85,Round 5,Adelaide
9,2018,13,10,19,Greater Western Sydney,St Kilda,Docklands,73,73,Round 5,
10,2018,9,10,19,West Coast,Carlton,M.C.G.,69,79,Round 5,West Coast
12,2018,8,7,12,Geelong,Port Adelaide,Adelaide Oval,50,84,Round 5,Geelong
8,2018,12,16,6,Western Bulldogs,Fremantle,Optus Stadium,108,54,Round 5,Fremantle
11,2018,14,14,4,Hawthorn,North Melbourne,Docklands,98,70,Round 5,North Melbourne
11,2018,11,10,10,Gold Coast,Brisbane Lions,Gabba,71,76,Round 5,Gold Coast
15,2018,8,8,12,Richmond,Melbourne,M.C.G.,56,102,Round 5,Richmond
7,2018,17,14,10,Essendon,Collingwood,M.C.G.,101,52,Round 5,Collingwood
8,2018,14,11,11,Carlton,Western Bulldogs,Docklands,80,59,Round 6,Western Bulldogs
12,2018,9,10,14,Sydney,Geelong,GMHBA Stadium,69,86,Round 6,Sydney
15,2018,9,10,12,Port Adelaide,North Melbourne,Docklands,69,102,Round 6,Port Adelaide
5,2018,17,10,13,Brisbane Lions,Greater Western Sydney,Sydney Showground,77,43,Round 6,Greater Western Sydney
7,2018,11,13,12,St Kilda,Hawthorn,University of Tasmania Stadium,89,54,Round 6,Hawthorn
9,2018,14,16,8,Gold Coast,Adelaide,Adelaide Oval,110,62,Round 6,Adelaide
16,2018,12,10,12,Melbourne,Essendon,Docklands,72,108,Round 6,Melbourne
16,2018,10,10,17,Richmond,Collingwood,M.C.G.,70,113,Round 6,Richmond
13,2018,9,12,11,West Coast,Fremantle,Optus Stadium,81,89,Round 6,West Coast
4,2018,9,14,8,Greater Western Sydney,Geelong,GMHBA Stadium,93,32,Round 7,Geelong
10,2018,15,11,12,Gold Coast,Western Bulldogs,Mars Stadium,81,72,Round 7,Western Bulldogs
13,2018,7,10,12,Hawthorn,Essendon,M.C.G.,67,90,Round 7,Hawthorn
9,2018,6,16,6,Port Adelaide,West Coast,Optus Stadium,102,60,Round 7,West Coast
9,2018,12,9,14,North Melbourne,Sydney,S.C.G.,66,68,Round 7,North Melbourne
10,2018,11,19,10,Carlton,Adelaide,Adelaide Oval,125,70,Round 7,Adelaide
4,2018,20,15,9,Fremantle,Richmond,M.C.G.,110,33,Round 7,Richmond
16,2018,13,9,10,Melbourne,St Kilda,Docklands,67,106,Round 7,Melbourne
19,2018,6,18,7,Collingwood,Brisbane Lions,Gabba,114,121,Round 7,Collingwood
12,2018,11,10,7,Sydney,Hawthorn,M.C.G.,71,79,Round 8,Sydney
12,2018,13,8,14,West Coast,Greater Western Sydney,Sydney Showground,61,86,Round 8,West Coast
10,2018,7,14,18,Essendon,Carlton,M.C.G.,91,78,Round 8,Carlton
21,2018,11,11,20,Melbourne,Gold Coast,Gabba,77,146,Round 8,Melbourne
14,2018,11,14,6,Adelaide,Port Adelaide,Adelaide Oval,95,90,Round 8,Port Adelaide
14,2018,11,16,9,Brisbane Lions,Western Bulldogs,Docklands,107,93,Round 8,Western Bulldogs
8,2018,11,13,11,St Kilda,Fremantle,Optus Stadium,89,59,Round 8,Fremantle
12,2018,6,11,10,Richmond,North Melbourne,Docklands,72,82,Round 8,Richmond
9,2018,15,5,12,Geelong,Collingwood,M.C.G.,45,66,Round 8,Geelong
2,2018,9,9,14,Western Bulldogs,Adelaide,Adelaide Oval,63,26,Round 9,Adelaide
9,2018,10,17,15,Greater Western Sydney,North Melbourne,Bellerive Oval,112,69,Round 9,North Melbourne
11,2018,6,6,16,Port Adelaide,Gold Coast,Adelaide Arena at Jiangwan Stadium,42,82,Round 9,Port Adelaide
7,2018,12,12,8,Geelong,Essendon,M.C.G.,84,50,Round 9,Essendon
7,2018,9,17,10,Fremantle,Sydney,S.C.G.,111,52,Round 9,Sydney
15,2018,12,10,10,Collingwood,St Kilda,Docklands,72,100,Round 9,Collingwood
25,2018,8,7,9,Melbourne,Carlton,M.C.G.,50,159,Round 9,Melbourne
11,2018,9,20,7,Hawthorn,Brisbane Lions,Gabba,129,73,Round 9,Brisbane Lions
12,2018,10,20,11,Richmond,West Coast,Optus Stadium,130,83,Round 9,West Coast
8,2018,12,13,7,Western Bulldogs,Collingwood,Docklands,90,55,Round 10,Collingwood
12,2018,15,15,5,St Kilda,Richmond,M.C.G.,105,77,Round 10,Richmond
10,2018,13,6,7,Sydney,Brisbane Lions,Gabba,49,67,Round 10,Sydney
5,2018,7,11,15,Carlton,Geelong,GMHBA Stadium,73,45,Round 10,Geelong
14,2018,12,8,11,Essendon,Greater Western Sydney,Sydney Showground,60,95,Round 10,Essendon
11,2018,6,9,9,West Coast,Hawthorn,Docklands,60,75,Round 10,West Coast
8,2018,8,23,7,Adelaide,Melbourne,Traeger Park,146,55,Round 10,Melbourne
12,2018,10,8,14,North Melbourne,Fremantle,Optus Stadium,58,86,Round 10,North Melbourne
9,2018,13,13,7,Carlton,Sydney,S.C.G.,91,61,Round 11,Sydney
15,2018,9,7,10,Melbourne,Western Bulldogs,Docklands,51,100,Round 11,Melbourne
9,2018,10,9,7,Port Adelaide,Hawthorn,University of Tasmania Stadium,64,61,Round 11,Hawthorn
17,2018,12,4,19,Geelong,Gold Coast,Carrara,36,121,Round 11,Geelong
17,2018,7,6,12,Richmond,Essendon,M.C.G.,43,114,Round 11,Richmond
